24-Feb-16,18,,,,,
23-Feb-16,18.3,,,,,
22-Feb-16,18.3,,,,,
19-Feb-16,18.31,,,,,
18-Feb-16,18.43,,,,,
17-Feb-16,17.46,,,,,
16-Feb-16,16.36,,,,,
12-Feb-16,15.88,,,,,
11-Feb-16,14.31,,,,,
10-Feb-16,14.98,,,,,
9-Feb-16,14.4,,,,,
8-Feb-16,14.9,,,,,
5-Feb-16,15.72,,,,,
4-Feb-16,16.91,,,,,
3-Feb-16,16.56,,,,,
2-Feb-16,16.08,,,,,
1-Feb-16,17.91,,,,,
29-Jan-16,16.8,,,,,
28-Jan-16,16.49,,,,,
27-Jan-16,16.78,,,,,
26-Jan-16,17.01,,,,,
25-Jan-16,17.02,,,,,
